dataset,trial,r2_train,r2_zero_test,seed,algorithm
519_vinnie,1,0.778064332036953,0.674879713647081,29802,AlpineGP
519_vinnie,2,0.7670949723082623,0.7011612082702263,22118,AlpineGP
519_vinnie,3,0.7404644581023312,0.7810698906299822,860,AlpineGP
519_vinnie,4,0.76477479705889,0.7268234677199361,15795,AlpineGP
519_vinnie,5,0.7753683469219829,0.6823517936062491,21575,AlpineGP
519_vinnie,6,0.767887083813139,0.7120715183276773,5390,AlpineGP
519_vinnie,7,0.7624200887457154,0.7110210092544861,11964,AlpineGP
519_vinnie,8,0.7542153901449076,0.7587488135706967,6265,AlpineGP
519_vinnie,9,0.7467373888739486,0.7694240036663398,23654,AlpineGP
519_vinnie,10,0.7663180843972843,0.7131641467116381,11284,AlpineGP
197_cpu_act,1,0.936683237828152,0.9375265288804328,29802,AlpineGP
197_cpu_act,2,0.947524839063539,0.9457952996383564,22118,AlpineGP
197_cpu_act,3,0.9454938898427172,0.9447801917840852,860,AlpineGP
197_cpu_act,4,0.956949799787594,0.95879931833634,15795,AlpineGP
197_cpu_act,5,0.9536728527824768,0.9548218189521798,21575,AlpineGP
197_cpu_act,6,0.9414939999538464,0.9431168823221266,5390,AlpineGP
197_cpu_act,7,0.9529647091004136,0.9433548398250698,11964,AlpineGP
197_cpu_act,8,0.9605003283861242,0.9484254604546346,6265,AlpineGP
197_cpu_act,9,0.937134096119096,0.9331594664755488,23654,AlpineGP
197_cpu_act,10,0.9489723229966868,0.938404378842246,11284,AlpineGP
